"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","label","user"
0.0853566958698373,0.00962712915250604,2.64949274355617,0.207163899272884,0.221975236003285,0.733804360862716,0.025212200804001,0.1325,-28.4688470935178,2.13528495964775,0.0387201892500382,0.0276701569424582,-0.116628671976634,0.183736116290681,-0.0310734796312474,-0.10265107634992,-0.140454845153425,0.0399503157988334,-0.0780961354256643,0.0174797748670628,-0.185536777310101,0.0141856070730739,0.00416365888113771,0.0543327913118929,0.0194874645612653,0.00892180480250049,0.00655377163245578,0.0734655288232687,0.00618499722158064,0.0101608721812025,0.0167009039871852,0.0184953257079156,0.00261955605207148,0.0318342113456325,0.0697477456186106,0.0189691314822935,0.709061314177895,0.0701734951220774,0.0466406461427244,0.661150101646269,0.0216118699178429,0.158650559406515,5.0942874693089,0.9328697317167,1.03207328464777,0.507279119106314,0.442961351123067,0.426130566971525,0.311798720016521,0.269844144250114,0.352134645047465,0.229444402953948,0.410584529945282,0.281565621304762,0.200464200636864,0.0215367196862719,0.00449554810317789,0.0641383867875805,0.0245520245074576,0.00633885707563915,0.00805551794393643,0.0839382334257012,0.013589732747867,0.0156336628409389,0.0260655123355804,0.0181586085804653,0.00247693573176963,0.0225059539867204,"F","user_03"
0.166207759699625,0.00449491807640238,2.64013024333253,0.265339853276242,0.221250907738887,1.05206884348754,0.023084479081469,0.236,-27.7567903896662,1.61947016470072,0.202721771768583,-0.0619578863366377,-0.26392639849899,-0.0590107628711855,-0.0640942075018966,-0.125793110051789,-0.160887752786529,-0.0268752035641149,-0.093700958877848,-0.0285332476639107,-0.16032120682428,0.0169823883078959,0.00263386320278507,0.0346050021627439,0.0235612974969144,0.0191238670647963,0.00793884820552378,0.0201733728250061,0.00558894503689819,0.0101285142718845,0.0222137929329922,0.0238138518467836,0.00383796426354953,0.0232948515534555,0.167684697303161,0.00448836637405619,0.736923696330102,0.136190595482341,0.0417730945020247,0.822889921772525,0.0195972908045995,0.257789158034235,2.25190435788001,1.49883389681984,1.01667796306155,0.637740849860128,0.407619429449726,0.350322379237143,0.408923165657505,0.301925816777314,0.487689920102847,0.380852267226378,0.375819791192946,0.279556002265549,0.292789798756946,0.022862377883985,0.00249123091691796,0.0522215494273236,0.0313427898197706,0.0397646347995102,0.0125740188479484,0.0281555921286724,0.0135861498512809,0.0158907407032426,0.0311882157823316,0.0301335190666383,0.0067124286546038,0.0158124867569183,"F","user_03"
0.178237502760804,0.00380744349978419,2.7643574393355,0.255564465453642,0.205541401149845,1.11661682904471,0.0168782189636892,0.258823529411765,-28.1552228669262,1.47283687868421,0.0684047016935886,-0.00510820592085565,-0.434523488813952,0.141767241255337,0.0420544065209852,-0.0794897724508669,0.0785265465776931,-0.0110400081528072,-0.109386684882242,0.0359066555318098,-0.0658471143434866,0.0178512835723792,0.00288192335615588,0.0374966692688738,0.0133884255495965,0.0261295707898149,0.00898238097104536,0.0303630661183607,0.00260475132940726,0.00692979127810875,0.0155720746373673,0.0247964186311812,0.00591484435108526,0.02413642494609,0.175117006735471,0.00458978155921986,0.596176578824704,0.143096176002565,0.0367067582364694,0.747204164793406,0.014501547492136,0.235292555141871,2.95071889212505,1.61920560360169,0.806705783515276,0.627587663015898,0.395431325027397,0.462315723146357,0.412829290941008,0.342526222738746,0.476793635422844,0.363967621199712,0.304605577620407,0.206458752771214,0.273044243951162,0.0188563583589623,0.00247613713271046,0.0498893581810858,0.0255411864666319,0.0435472281454529,0.0133590614847588,0.0639506846276334,0.00322400717836235,0.0075676226755139,0.0225457939172621,0.0318830426504809,0.00773498446601377,0.020395826974028,"F","user_03"
0.111210441623458,0.00151668567790276,2.85702489737496,0.189088768258028,0.193527320442621,0.985598911290729,0.0150055267237317,0.194285714285714,-29.2849566534306,2.01860846424452,-0.0258383894832632,0.267420923737175,-0.41192824478421,0.530021313383746,0.102276132271284,-0.0194131471405277,0.230070625531665,0.119036997903945,-0.113064057298903,0.143916538353776,0.00915496627220558,0.0220067743519462,0.00274410417090584,0.0730091488454398,0.00548279982206547,0.0220152275564137,0.00441963121939234,0.0629024249972093,0.0030473394754872,0.00754601261319283,0.00717931334914152,0.0184508619455123,0.0063071072035608,0.032396062303317,0.0743765386367949,0.00190117745784762,0.423847440834894,0.0574100839502011,0.0232848417199564,0.571333667320914,0.00979163131486051,0.0977488973788222,3.36411904103539,1.23287931570484,0.5744440039197,0.260422481558999,0.510287129169513,0.359647434635295,0.393273559527141,0.384738852136375,0.257056650944512,0.157645704730756,0.312826032484714,0.199601666227193,0.0977328195623243,0.02234448847009,0.00218287770542513,0.059151585529706,0.00198091909774166,0.0197120144883689,0.00303792031390168,0.0897884038511236,0.00311194285094375,0.00740578577911393,0.00699047094903267,0.00827235679596847,0.00536453795903293,0.0220871276903485,"F","user_03"
0.0572590738423029,0.0229865319152613,2.56115001012881,0.156718776716073,0.186988253353193,0.505492023345161,0.0196286422301185,0.106375,-26.7737671422846,2.70066297035384,0.229306811237162,0.0464716669255038,-0.494861540192647,0.247937452640936,0.192389763214178,-0.115769197759182,0.0345238576252634,0.21645048060795,-0.0831264327751734,0.102772147537487,0.0137467895542125,0.0107042575694747,0.00434895561681985,0.021199247121498,0.0147829996451843,0.0263049574394761,0.02167749676972,0.0836353925199714,0.00408538583804621,0.011669677657584,0.0179267712196076,0.0195872403694256,0.00614506418883091,0.0309385897409723,0.0328541629363668,0.0236156459252352,0.628073733647146,0.0565984330760273,0.0448122160010263,0.454659625468174,0.0139624403172689,0.103737875797608,4.69049358659677,0.818869226129286,0.967709365355261,0.429834029487164,0.477055679825788,0.45428071512534,0.349858396249722,0.345939973551832,0.454733850576457,0.269652240079272,0.194576135924932,0.237086343293058,0.235658341828742,0.010130119001963,0.00568393775442724,0.0169530762609222,0.0218519735390625,0.0311642273864938,0.0337755683110891,0.0921125347518567,0.0085122647243784,0.016573847257505,0.0209194871840145,0.0212121969388804,0.00748764186597614,0.0220696011495977,"N","user_03"
0.12008760951189,0.0112167407299983,2.48502461236841,0.211335962191738,0.191868276897452,0.92446123261391,0.0147488937158303,0.204875,-27.5440125561835,2.00271471142944,0.259354972508615,0.0778446233319569,-0.318679130556665,0.219090087960992,0.352974765161981,-0.0239394236939313,0.0428996435798088,0.20222846405569,-0.0752571623403608,0.00894621252838266,0.0277723397629628,0.0103640688413336,0.00294644980644743,0.0273534505330032,0.0144117833052523,0.027573074648465,0.0149877394260865,0.047725735908576,0.00430297410142271,0.00715239385581622,0.0141601440264197,0.0328419917033254,0.00631549019332601,0.0228079006005988,0.134785110073464,0.0168687248499748,0.747864243823447,0.125095167891798,0.0401150522990634,0.784667456727862,0.00715589557278851,0.218602771883158,3.38221536965786,1.64313491215753,0.970653737494321,0.439912314859798,0.573447992383418,0.439269042895248,0.452963880670362,0.358906574469328,0.425324668772475,0.219481361725296,0.223683333202076,0.207388455279319,0.206156258462095,0.0113934686609211,0.00286796245362213,0.0246050270309404,0.0214421575986033,0.0305276422752249,0.0242686763722552,0.044957553586198,0.00696549015523626,0.00864554301079804,0.0122585779913424,0.0397630219697094,0.00842149045232689,0.0126240098792655,"N","user_03"
0.140488110137672,0.00386559178520764,2.67799686138835,0.232885166359218,0.203298661366394,1.02094885246145,0.0186259469958795,0.225833333333333,-30.1901032743828,1.45752760811784,-0.0155679868218307,0.13575195150108,-0.0281482289880909,0.149708470822247,0.463942106026149,0.148821809131723,0.163623287229055,0.20210245329955,-0.0121913257299851,0.0435794267610768,0.00175545452434754,0.00765590876185014,0.00209855798059258,0.029611896298076,0.00645085070356052,0.0098200971590051,0.00439608889753358,0.0468245118839146,0.00337643471298059,0.0045434104379862,0.0101384945387104,0.0644018752278091,0.00446588855149351,0.0252279715424221,0.171036044441915,0.00595141420040321,0.669642039059874,0.144825966358217,0.0320137920569489,0.917651612665308,0.0161921668661409,0.262782255658347,4.43923586894049,1.75165150177581,0.685290464203469,0.476872421381302,0.593996185011649,0.364699991309675,0.420864132463401,0.336088345985982,0.285138270912009,0.247782419218389,0.219960569774836,0.180307752902506,0.15620099740983,0.0123717041704274,0.00270943873424507,0.0269141285187687,0.0101402170893762,0.0105860126128608,0.00457906511979873,0.0469407596241797,0.00375126939949228,0.00451119627904835,0.0112618293953483,0.0555600021003218,0.00933608564354748,0.0152559649835889,"N","user_03"
0.000625782227784731,1.18594010841066e-05,2.81804199077713,0.131827975665355,0.229577073396827,0.051397606445817,0.0473588511620052,0.0025,-37.5947560121367,2.07800424340212,-0.0222901489648534,0.483067876270603,0.256469508620306,-0.346545712543866,0.128023527870059,0.487819529607019,0.261022786939228,-0.0446258599564281,0.197248296866467,0.159134701518907,-0.0710481349032746,0.000560296602085654,0.000146643029420434,0.0210631163638525,0.000226504075160524,0.000343071248614357,0.000221969253952018,0.0630150395568927,3.28587814122317e-05,0.000121493395080643,0.0015168523657598,0.135697015436628,0.000271048582886377,0.0406105371828571,0.000625782227784731,1.57101792889392e-06,0.0408944218927212,0.0108021666666167,0.00702830898628891,0.0139574313901727,0.018420615286633,0.0025,0.847860203483535,0.310130778073223,0.248721650196911,0.23560016114949,0.085488759865952,0.160826218401153,0.219073812561781,0.226126619032672,0.0117027525470631,0.218047973823188,0.0353871873275419,0.128893419169351,0.0895155866974262,0.000352980548425379,7.53163401060679e-05,0.0102326214877868,0.000156391519940645,0.000260172316471518,0.000186965345028413,0.029084016429255,2.60081750032706e-05,0.000104894602569522,0.00140813747463725,0.0152387023282301,0.000204427629904347,0.00105988667486135,"N","user_03"
0.113642052565707,0.0129254774373049,2.64813489832886,0.250062106044291,0.227061213474564,1.10962626112903,0.0124451377702498,0.242625,-27.8396744076517,1.37405395060147,0.237786230310137,0.0342331544093191,-0.288120455799079,-0.0918161473601959,0.057347732918827,-0.0677147814968235,-0.178376710165313,-0.0600270254753441,-0.143233241339481,-0.0433030824675386,-0.270430382457784,0.015628602731395,0.00558096259339199,0.0415298558579576,0.0156407565694869,0.0100787613039944,0.013523624775393,0.0581694645762457,0.00779537166171276,0.00402853406225225,0.0138649904857545,0.0226248895598868,0.0046976564235144,0.0309708427532468,0.0639837158423054,0.0175206861707284,0.620756846481193,0.0625355858206012,0.047481149400412,0.608465774008505,0.00734700293018223,0.192723044483528,5.68271888385464,0.915103842744114,1.21199429203706,0.670798843149037,0.482838886950575,0.485056575349144,0.319890822610097,0.35118719402603,0.333187887764909,0.390287619108253,0.262732332805238,0.408887509119338,0.183275533436694,0.0223221803664132,0.00704457976271452,0.0620174645957286,0.0245204425164872,0.0120177019794137,0.0265515303653904,0.101580138813382,0.0192549644120319,0.0045338981537349,0.0177153491200376,0.0283966991043903,0.00646093160373968,0.0264155162246438,"W","user_03"
0.200312891113892,0.0157662245046999,2.68754336485361,0.311826949971642,0.222736232416843,1.55465469674742,0.0100431953045504,0.373375,-26.6760725672909,0.538896036415761,0.0692459571468404,-0.0775307584995157,-0.339870929863109,-0.201289227893393,0.170087421356054,-0.0554464981800989,-0.215475078332363,-0.119454698985686,-0.236634200036444,-0.038892511745272,-0.0909369706896585,0.0133061960138705,0.0030321566044521,0.0348250219436447,0.0146547681107127,0.00968915097208677,0.0121374255300099,0.0204954103886542,0.00308698502186569,0.00415665553389052,0.0109422578619623,0.017797238775243,0.00368798938329942,0.0211917776805748,0.158849355006461,0.0251532995656475,0.50920405851086,0.122388247451015,0.039859413721972,0.708697208063413,0.00678667852769162,0.250441204427307,3.79033694521277,1.34639531337023,1.24993774245529,0.669654491133267,0.449604824892137,0.386421907354056,0.33759562350461,0.316700759425681,0.53007217920254,0.502804445620818,0.286587130546549,0.535467884771634,0.320935105517445,0.0223496742419296,0.00388486927245271,0.0615156329234829,0.0202719311780091,0.00865917522798182,0.0218945854827435,0.0619988122919209,0.0044786111793055,0.00642006058572331,0.018594568687551,0.0272762848407323,0.0036492842805806,0.0205986984992386,"W","user_03"
